filename	path	sliced_path	bytes
HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_Kinnex/HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_Kinnex	22540812429
NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18505/raw_data/PacBio_Kinnex/NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18505/raw_data/PacBio_Kinnex	56645857479
HG04204.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_Kinnex/HG04204.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_Kinnex	21332209201
HG01981.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_Kinnex/HG01981.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_Kinnex	22881085753
HG02886.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_Kinnex/HG02886.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_Kinnex	24136190870
HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_Kinnex/HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_Kinnex	26447251742
HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex/HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex	18159529952
HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_Kinnex/HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_Kinnex	22634301702
HG01150.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_Kinnex/HG01150.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_Kinnex	21588749230
HG04228.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_Kinnex/HG04228.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_Kinnex	19486400330
HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_Kinnex/HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_Kinnex	23283237254
HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex/HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex	40590423542
HG02572.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_Kinnex/HG02572.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_Kinnex	23186308744
HG01346.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_Kinnex/HG01346.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_Kinnex	22668618542
NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_Kinnex/NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_Kinnex	31233680337
HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_Kinnex/HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_Kinnex	27421499022
HG03041.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_Kinnex/HG03041.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_Kinnex	20542195150
HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_Kinnex/HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_Kinnex	23544265574
HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_Kinnex/HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_Kinnex	20349484095
NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_Kinnex/NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_Kinnex	32469078572
NA21110.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_Kinnex/NA21110.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA21110/raw_data/PacBio_Kinnex	27542650840
HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_Kinnex/HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_Kinnex	24570013127
HG03927.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_Kinnex/HG03927.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_Kinnex	20741048415
NA21106.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA21106/raw_data/PacBio_Kinnex/NA21106.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA21106/raw_data/PacBio_Kinnex	30417757530
HG02809.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_Kinnex/HG02809.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_Kinnex	21295463010
NA18608.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18608/raw_data/PacBio_Kinnex/NA18608.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18608/raw_data/PacBio_Kinnex	24037013354
HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex/HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex	18493789579
HG01192.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_Kinnex/HG01192.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_Kinnex	19975380074
HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex/HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex	21663160178
HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_Kinnex/HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_Kinnex	20107579271
