filename	path	sliced_path	bytes
HG00099-2_S28_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic/HG00099-2_S28_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic	6121382885
HG00099-2_S28_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic/HG00099-2_S28_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic	6308381293
HG00099-2_S28_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic/HG00099-2_S28_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic	6121625661
HG00099-2_S28_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic/HG00099-2_S28_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic	6291390801
HG00099-2_S28_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic/HG00099-2_S28_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic	6061884128
HG00099-2_S28_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic/HG00099-2_S28_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00099/raw_data/hic	6229631752
HG00738-27a-1_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9600783917
HG00738-27a-1_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9983101622
HG00738-27a-1_S5_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	8050603063
HG00738-27a-1_S5_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	8298147259
HG00738-27a-1_S5_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	8149005986
HG00738-27a-1_S5_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	8383396400
HG00738-27a-1_S5_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9401903609
HG00738-27a-1_S5_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-1_S5_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9722716025
HG00738-27a-2_S6_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	10956050014
HG00738-27a-2_S6_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	11462749917
HG00738-27a-2_S6_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9478192778
HG00738-27a-2_S6_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9818017907
HG00738-27a-2_S6_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9533164096
HG00738-27a-2_S6_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	9877762409
HG00738-27a-2_S6_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	10753400748
HG00738-27a-2_S6_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic/HG00738-27a-2_S6_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00738/raw_data/hic	11188756361
HG02300-42a-1_S21_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	7754065767
HG02300-42a-1_S21_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	8208678633
HG02300-42a-1_S21_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	6352624189
HG02300-42a-1_S21_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	6657256974
HG02300-42a-1_S21_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	6544156679
HG02300-42a-1_S21_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	6851882265
HG02300-42a-1_S21_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	7717134556
HG02300-42a-1_S21_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-1_S21_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	8123004319
HG02300-42a-2_S22_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	11153298477
HG02300-42a-2_S22_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	11656997967
HG02300-42a-2_S22_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	9009980546
HG02300-42a-2_S22_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	9324812589
HG02300-42a-2_S22_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	9353822528
HG02300-42a-2_S22_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	9670447848
HG02300-42a-2_S22_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	10956217922
HG02300-42a-2_S22_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic/HG02300-42a-2_S22_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02300/raw_data/hic	11393143329
HG00232-1_FC1_S7_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC1_S7_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	10129568875
HG00232-1_FC1_S7_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC1_S7_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	10407049891
HG00232-1_FC2_S7_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC2_S7_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	10101503876
HG00232-1_FC2_S7_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC2_S7_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	10431701954
HG00232-2_FC1_S8_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC1_S8_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	13298675118
HG00232-2_FC1_S8_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC1_S8_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	13769657785
HG00232-2_FC2_S8_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC2_S8_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	13304902779
HG00232-2_FC2_S8_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC2_S8_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic	13861158256
HG00558-1_S4_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-1_S4_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic	15659716060
HG00558-1_S4_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-1_S4_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic	16140899200
HG00558-2_S8_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-2_S8_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic	18187670639
HG00558-2_S8_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic/HG00558-2_S8_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00558/raw_data/hic	18842721733
NWM188b-1_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	5032747833
NWM188b-1_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	5024168520
NWM188b-1_S5_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	5699194195
NWM188b-1_S5_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	5714985832
NWM188b-1_S5_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	5619281053
NWM188b-1_S5_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	5623144262
NWM188b-1_S5_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	6983422558
NWM188b-1_S5_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	6956327892
NWM188b-2_S13_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	6266587672
NWM188b-2_S13_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	6219917410
NWM188b-2_S13_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	7107259494
NWM188b-2_S13_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	7089451472
NWM188b-2_S13_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	6983341213
NWM188b-2_S13_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	6950048992
NWM188b-2_S13_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	8661227549
NWM188b-2_S13_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-2_S13_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic	8582751691
HG00126-1_FC1_S3_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-1_FC1_S3_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	12938282526
HG00126-1_FC1_S3_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-1_FC1_S3_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	13010917044
HG00126-1_FC2_S3_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-1_FC2_S3_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	12362742816
HG00126-1_FC2_S3_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-1_FC2_S3_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	12478837861
HG00126-2_FC1_S4_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC1_S4_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	18658567708
HG00126-2_FC1_S4_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC1_S4_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	18879141939
HG00126-2_FC2_S4_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC2_S4_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	17720350182
HG00126-2_FC2_S4_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC2_S4_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic	17970160916
HG02135-09a-1_S7_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13566734912
HG02135-09a-1_S7_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13538756483
HG02135-09a-1_S7_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13393332453
HG02135-09a-1_S7_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13354839628
HG02135-09a-1_S7_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13196501517
HG02135-09a-1_S7_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13124229993
HG02135-09a-1_S7_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	13062766066
HG02135-09a-1_S7_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-1_S7_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	12999388993
HG02135-09a-2_S8_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	12050150099
HG02135-09a-2_S8_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11801985586
HG02135-09a-2_S8_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11934198778
HG02135-09a-2_S8_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11678393583
HG02135-09a-2_S8_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11800138757
HG02135-09a-2_S8_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11510611688
HG02135-09a-2_S8_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L004_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11709912380
HG02135-09a-2_S8_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic/HG02135-09a-2_S8_L004_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02135/raw_data/hic	11427152420
HG00408-1_S4_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic/HG00408-1_S4_L002_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic	41302201960
HG00408-1_S4_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic/HG00408-1_S4_L002_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic	43355747776
HG00408-2_S4_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic/HG00408-2_S4_L003_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic	30864560550
HG00408-2_S4_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic/HG00408-2_S4_L003_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG00408/raw_data/hic	32063103640
HG02392-1_FC1_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-1_FC1_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	13534258332
HG02392-1_FC1_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-1_FC1_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	13939177930
HG02392-1_FC2_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-1_FC2_S5_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	13484366774
HG02392-1_FC2_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-1_FC2_S5_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	13853971856
HG02392-2_FC1_S6_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-2_FC1_S6_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	9033394813
HG02392-2_FC1_S6_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-2_FC1_S6_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	9306139420
HG02392-2_FC2_S6_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-2_FC2_S6_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	8943202050
HG02392-2_FC2_S6_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic/HG02392-2_FC2_S6_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02392/raw_data/hic	9195860733
HG02071-10a-1_S9_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-1_S9_L001_R1_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic	15192326114
HG02071-10a-1_S9_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-1_S9_L001_R2_001.fastq.gz	s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic	15225234739
