filename,filetype,title,sample_ID,biosample_accession,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,assembly,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,generator_facility,generator_contact,notes,path,ntsm_score,read_N50,total_Gbp,coverage,100kb+,200kb+,300kb+,400kb+,500kb+,1Mb+,whales,accession,study,bioproject_accession,production,sequencing_chemistry
"['08_10_22_R941_GM19185_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM19185_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM19185_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[nan, nan, nan]","[nan, nan, nan]",GM19185,,"['08_10_22_R941_GM19185', '08_10_22_R941_GM19185', '08_10_22_R941_GM19185']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","[nan, nan, nan]","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA19185/raw_data/nanopore/guppy_6/08_10_22_R941_GM19185_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/nanopore/guppy_6/08_10_22_R941_GM19185_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19185/raw_data/nanopore/guppy_6/08_10_22_R941_GM19185_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.358044, 0.349426, 0.363303]",74663.33333333333,179.91,54.519999999999996,19.96,5.64,1.6099999999999999,0.45999999999999996,0.15000000000000002,0.0,14,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['05_24_22_R941_GM19338_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '05_24_22_R941_GM19338_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '05_24_22_R941_GM19338_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[nan, nan, nan]","[nan, nan, nan]",GM19338,,"['05_24_22_R941_GM19338', '05_24_22_R941_GM19338', '05_24_22_R941_GM19338']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","[nan, nan, nan]","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.326651, 0.305379, 0.331124]",93828.66666666667,215.54000000000002,65.32,30.439999999999998,7.84,1.5,0.29,0.07,0.0,4,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['05_24_22_R941_GM19391_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '05_24_22_R941_GM19391_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '05_24_22_R941_GM19391_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[nan, nan, nan]","[nan, nan, nan]",GM19391,,"['05_24_22_R941_GM19391', '05_24_22_R941_GM19391', '05_24_22_R941_GM19391']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","[nan, nan, nan]","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.350281, 0.331306, 0.359076]",88887.66666666667,270.15999999999997,81.87,36.24,9.72,1.8900000000000001,0.32,0.07,0.0,4,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['05_24_22_R941_GM19468_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '05_24_22_R941_GM19468_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '05_24_22_R941_GM19468_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[nan, nan, nan]","[nan, nan, nan]",GM19468,,"['05_24_22_R941_GM19468', '05_24_22_R941_GM19468', '05_24_22_R941_GM19468']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","[nan, nan, nan]","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA19468/raw_data/nanopore/guppy_6/05_24_22_R941_GM19468_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19468/raw_data/nanopore/guppy_6/05_24_22_R941_GM19468_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA19468/raw_data/nanopore/guppy_6/05_24_22_R941_GM19468_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.353823, 0.339855, 0.363104]",75311.0,257.9,78.16,26.89,4.08,0.73,0.16,0.05,0.0,4,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['09_14_22_R941_GM20752_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_14_22_R941_GM20752_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_14_22_R941_GM20752_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","['bam', 'bam', 'bam']","['Oxford Nanopore sequencing of GM20752', 'Oxford Nanopore sequencing of GM20752', 'Oxford Nanopore sequencing of GM20752']",GM20752,SAMN33758800,"['09_14_22_R941_GM20752', '09_14_22_R941_GM20752', '09_14_22_R941_GM20752']","['WGS', 'WGS', 'WGS']","['GENOMIC', 'GENOMIC', 'GENOMIC']","['RANDOM', 'RANDOM', 'RANDOM']","['single', 'single', 'single']","['OXFORD_NANOPORE', 'OXFORD_NANOPORE', 'OXFORD_NANOPORE']","['PromethION', 'PromethION', 'PromethION']","['UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method']","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","['unaligned', 'unaligned', 'unaligned']","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","['SQK-ULK001', 'SQK-ULK001', 'SQK-ULK001']","['guppy', 'guppy', 'guppy']","['6.5.7', '6.5.7', '6.5.7']","['dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg']","['University of California Santa Cruz', 'University of California Santa Cruz', 'University of California Santa Cruz']","['iviolich@ucsc.edu', 'iviolich@ucsc.edu', 'iviolich@ucsc.edu']","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA20752/raw_data/nanopore/guppy_6/09_14_22_R941_GM20752_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20752/raw_data/nanopore/guppy_6/09_14_22_R941_GM20752_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20752/raw_data/nanopore/guppy_6/09_14_22_R941_GM20752_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.35574, 0.35574, 0.370001]",77757.0,260.46,78.93,29.85,7.25,1.51,0.31,0.09,0.0,3,"['SRR26373424', 'SRR26373424', 'SRR26373424']","['SRP305758', 'SRP305758', 'SRP305758']","['PRJNA701308', 'PRJNA701308', 'PRJNA701308']","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['09_27_2022_R941_GM20799_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_27_2022_R941_GM20799_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_27_2022_R941_GM20799_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[nan, nan, nan]","[nan, nan, nan]",GM20799,,"['09_27_2022_R941_GM20799', '09_27_2022_R941_GM20799', '09_27_2022_R941_GM20799']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","[nan, nan, nan]","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA20799/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20799_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20799/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20799_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20799/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20799_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.340489, 0.401567, 0.368589]",66555.66666666667,192.53,58.339999999999996,18.259999999999998,3.62,0.5700000000000001,0.1,0.02,0.0,3,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['08_10_22_R941_GM20805_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM20805_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM20805_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM20805_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","['bam', 'bam', 'bam', 'bam']","['Oxford Nanopore sequencing of GM20805', 'Oxford Nanopore sequencing of GM20805', 'Oxford Nanopore sequencing of GM20805', 'Oxford Nanopore sequencing of GM20805']",GM20805,SAMN33621962,"['08_10_22_R941_GM20805', '08_10_22_R941_GM20805', '08_10_22_R941_GM20805', '08_10_22_R941_GM20805']","['WGS', 'WGS', 'WGS', 'WGS']","['GENOMIC', 'GENOMIC', 'GENOMIC', 'GENOMIC']","['RANDOM', 'RANDOM', 'RANDOM', 'RANDOM']","['single', 'single', 'single', 'single']","['OXFORD_NANOPORE', 'OXFORD_NANOPORE', 'OXFORD_NANOPORE', 'OXFORD_NANOPORE']","['PromethION', 'PromethION', 'PromethION', 'PromethION']","['UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method']","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","['unaligned', 'unaligned', 'unaligned', 'unaligned']","['no shear', 'no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS', 'no SS']","['SQK-ULK001', 'SQK-ULK001', 'SQK-ULK001', 'SQK-ULK001']","['guppy', 'guppy', 'guppy', 'guppy']","['6.5.7', '6.5.7', '6.5.7', '6.5.7']","['dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg']","['University of California Santa Cruz', 'University of California Santa Cruz', 'University of California Santa Cruz', 'University of California Santa Cruz']","['iviolich@ucsc.edu', 'iviolich@ucsc.edu', 'iviolich@ucsc.edu', 'iviolich@ucsc.edu']","[nan, nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA20805/raw_data/nanopore/guppy_6/08_10_22_R941_GM20805_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20805/raw_data/nanopore/guppy_6/08_10_22_R941_GM20805_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20805/raw_data/nanopore/guppy_6/08_10_22_R941_GM20805_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20805/raw_data/nanopore/guppy_6/08_10_22_R941_GM20805_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.507947, 0.373759, 0.387074, 0.420147]",76000.0,163.12,49.43,18.96,5.33,1.31,0.28,0.07,0.0,0,"['SRR26373406', 'SRR26373406', 'SRR26373406', 'SRR26373406']","['SRP305758', 'SRP305758', 'SRP305758', 'SRP305758']","['PRJNA701308', 'PRJNA701308', 'PRJNA701308', 'PRJNA701308']","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941', 'R941']"
"['08_10_22_R941_GM20858_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM20858_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '08_10_22_R941_GM20858_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[nan, nan, nan]","[nan, nan, nan]",GM20858,,"['08_10_22_R941_GM20858', '08_10_22_R941_GM20858', '08_10_22_R941_GM20858']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","[nan, nan, nan]","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA20858/raw_data/nanopore/guppy_6/08_10_22_R941_GM20858_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20858/raw_data/nanopore/guppy_6/08_10_22_R941_GM20858_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20858/raw_data/nanopore/guppy_6/08_10_22_R941_GM20858_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.38728, 0.38856, 0.398138]",76652.33333333333,155.3,47.06,18.08,5.36,1.44,0.37,0.08,0.0,0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['09_27_2022_R941_GM20905_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_27_2022_R941_GM20905_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_27_2022_R941_GM20905_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","['bam', 'bam', 'bam']","['Oxford Nanopore sequencing of GM20905', 'Oxford Nanopore sequencing of GM20905', 'Oxford Nanopore sequencing of GM20905']",GM20905,SAMN33758801,"['09_27_2022_R941_GM20905', '09_27_2022_R941_GM20905', '09_27_2022_R941_GM20905']","['WGS', 'WGS', 'WGS']","['GENOMIC', 'GENOMIC', 'GENOMIC']","['RANDOM', 'RANDOM', 'RANDOM']","['single', 'single', 'single']","['OXFORD_NANOPORE', 'OXFORD_NANOPORE', 'OXFORD_NANOPORE']","['PromethION', 'PromethION', 'PromethION']","['UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method']","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","['assembly', 'assembly', 'assembly']","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","['SQK-ULK001', 'SQK-ULK001', 'SQK-ULK001']","['guppy', 'guppy', 'guppy']","['6.5.7', '6.5.7', '6.5.7']","['dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg']","['University of California Santa Cruz', 'University of California Santa Cruz', 'University of California Santa Cruz']","['iviolich@ucsc.edu', 'iviolich@ucsc.edu', 'iviolich@ucsc.edu']","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/NA20905/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20905_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20905/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20905_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/NA20905/raw_data/nanopore/guppy_6/09_27_2022_R941_GM20905_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.318679, 0.349624, 0.38176]",72855.0,199.82,60.55,21.990000000000002,6.1,1.52,0.39,0.11,0.0,7,"['SRR26373423', 'SRR26373423', 'SRR26373423']","['SRP305758', 'SRP305758', 'SRP305758']","['PRJNA701308', 'PRJNA701308', 'PRJNA701308']","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
"['10_31_23_R1041_HPRC_HG00097_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam', '10_31_23_R1041_HPRC_HG00097_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam', '10_31_23_R1041_HPRC_HG00097_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam']","['bam', 'bam', 'bam']","['Oxford Nanopore sequencing of HG00097', 'Oxford Nanopore sequencing of HG00097', 'Oxford Nanopore sequencing of HG00097']",HG00097,SAMN41021660,"['10_31_23_R1041_HPRC_HG00097_1', '10_31_23_R1041_HPRC_HG00097_3', '10_31_23_R1041_HPRC_HG00097_2']","['WGS', 'WGS', 'WGS']","['GENOMIC', 'GENOMIC', 'GENOMIC']","['RANDOM', 'RANDOM', 'RANDOM']","['single', 'single', 'single']","['OXFORD_NANOPORE', 'OXFORD_NANOPORE', 'OXFORD_NANOPORE']","['PromethION', 'PromethION', 'PromethION']","['UL sequencing using ONT-NEB method', 'UL sequencing using ONT-NEB method', 'UL sequencing using ONT-NEB method']","['unaligned reads with 5mCG_5hmCG mods', 'unaligned reads with 5mCG_5hmCG mods', 'unaligned reads with 5mCG_5hmCG mods']","['unaligned', 'unaligned', 'unaligned']","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","['SQK-ULK114', 'SQK-ULK114', 'SQK-ULK114']","['dorado', 'dorado', 'dorado']","['0.6.0', '0.6.0', '0.6.0']","['dna_r10.4.1_e8.2_400bps_sup@v4.3.0', 'dna_r10.4.1_e8.2_400bps_sup@v4.3.0', 'dna_r10.4.1_e8.2_400bps_sup@v4.3.0']","['University of California, Santa Cruz', 'University of California, Santa Cruz', 'University of California, Santa Cruz']","['iviolich@ucsc.edu', 'iviolich@ucsc.edu', 'iviolich@ucsc.edu']","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/HG00097/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00097_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam', 's3://human-pangenomics/working/HPRC/HG00097/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00097_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam', 's3://human-pangenomics/working/HPRC/HG00097/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00097_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam']","[0.437726, 0.405363, 0.446279]",88909.0,188.41,57.09,25.34,6.970000000000001,1.62,0.41000000000000003,0.11,0.0,6,"['SRR29497370', 'SRR29497555', 'SRR29497554']","['SRP305758', 'SRP305758', 'SRP305758']","['PRJNA701308', 'PRJNA701308', 'PRJNA701308']","['UCSC_HPRC_nanopore_Year4', 'UCSC_HPRC_nanopore_Year4', 'UCSC_HPRC_nanopore_Year4']","['R1041', 'R1041', 'R1041']"
"['09_14_22_R941_HG00099_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_14_22_R941_HG00099_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', '09_14_22_R941_HG00099_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","['bam', 'bam', 'bam']","['Oxford Nanopore sequencing of HG00099', 'Oxford Nanopore sequencing of HG00099', 'Oxford Nanopore sequencing of HG00099']",HG00099,SAMN33758778,"['09_14_22_R941_HG00099', '09_14_22_R941_HG00099', '09_14_22_R941_HG00099']","['WGS', 'WGS', 'WGS']","['GENOMIC', 'GENOMIC', 'GENOMIC']","['RANDOM', 'RANDOM', 'RANDOM']","['single', 'single', 'single']","['OXFORD_NANOPORE', 'OXFORD_NANOPORE', 'OXFORD_NANOPORE']","['PromethION', 'PromethION', 'PromethION']","['UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method', 'UL sequencing using ONT-Circulomics method']","['unaligned reads with 5mC mods', 'unaligned reads with 5mC mods', 'unaligned reads with 5mC mods']","['assembly', 'assembly', 'assembly']","['no shear', 'no shear', 'no shear']","['no SS', 'no SS', 'no SS']","['SQK-ULK001', 'SQK-ULK001', 'SQK-ULK001']","['guppy', 'guppy', 'guppy']","['6.5.7', '6.5.7', '6.5.7']","['dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg', 'dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg']","['University of California Santa Cruz', 'University of California Santa Cruz', 'University of California Santa Cruz']","['iviolich@ucsc.edu', 'iviolich@ucsc.edu', 'iviolich@ucsc.edu']","[nan, nan, nan]","['s3://human-pangenomics/working/HPRC/HG00099/raw_data/nanopore/guppy_6/09_14_22_R941_HG00099_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/HG00099/raw_data/nanopore/guppy_6/09_14_22_R941_HG00099_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam', 's3://human-pangenomics/working/HPRC/HG00099/raw_data/nanopore/guppy_6/09_14_22_R941_HG00099_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']","[0.369611, 0.377991, 0.3764]",72132.33333333333,193.96,58.78,20.75,5.41,1.42,0.37,0.1,0.0,5,"['SRR26373405', 'SRR26373405', 'SRR26373405']","['SRP305758', 'SRP305758', 'SRP305758']","['PRJNA701308', 'PRJNA701308', 'PRJNA701308']","['UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3', 'UCSC_HPRC_nanopore_Year3']","['R941', 'R941', 'R941']"
