	title	type	umbrella-bioproject	Description	Accession	Sample	Organism
0	Assembly of HG01346 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01346 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267379	HG01346	Homo sapiens
0	Assembly of HG02647 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02647 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267383	HG02647	Homo sapiens
0	Assembly of HG03831 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03831 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237514	HG03831	Homo sapiens
0	Assembly of HG01993 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01993 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237501	HG01993	Homo sapiens
0	Assembly of HG01433 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01433 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237496	HG01433	Homo sapiens
0	Assembly of HG04184 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG04184 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267397	HG04184	Homo sapiens
0	Assembly of HG02683 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02683 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267384	HG02683	Homo sapiens
0	Assembly of HG02300 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02300 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267395	HG02300	Homo sapiens
0	Assembly of HG02738 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02738 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267396	HG02738	Homo sapiens
0	Assembly of HG01884 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01884 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267393	HG01884	Homo sapiens
0	Assembly of HG01496 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01496 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237497	HG01496	Homo sapiens
0	Assembly of HG00609 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00609 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237492	HG00609	Homo sapiens
0	Assembly of HG01981 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01981 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237500	HG01981	Homo sapiens
0	Assembly of HG02004 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02004 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237502	HG02004	Homo sapiens
0	Assembly of HG02280 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02280 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237505	HG02280	Homo sapiens
0	Assembly of HG01099 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01099 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237494	HG01099	Homo sapiens
0	Assembly of HG02809 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02809 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237510	HG02809	Homo sapiens
0	Assembly of HG01943 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01943 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237499	HG01943	Homo sapiens
0	Assembly of HG02293 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02293 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26267394	HG02293	Homo sapiens
0	Assembly of HG03704 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03704 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758795	HG03704	Homo sapiens
0	Assembly of HG02735 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02735 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758787	HG02735	Homo sapiens
0	Assembly of HG02451 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02451 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758786	HG02451	Homo sapiens
0	Assembly of HG01934 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01934 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN26237498	HG01934	Homo sapiens
0	Assembly of HG00597 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00597 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621944	HG00597	Homo sapiens
0	Assembly of HG02015 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02015 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621948	HG02015	Homo sapiens
0	Assembly of HG01261 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01261 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621946	HG01261	Homo sapiens
0	Assembly of HG01975 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01975 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621947	HG01975	Homo sapiens
0	Assembly of HG00408 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00408 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621943	HG00408	Homo sapiens
0	Assembly of HG02056 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02056 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621949	HG02056	Homo sapiens
0	Assembly of HG01192 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01192 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621945	HG01192	Homo sapiens
0	Assembly of HG03834 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03834 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621958	HG03834	Homo sapiens
0	Assembly of HG02258 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02258 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621952	HG02258	Homo sapiens
0	Assembly of HG02129 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02129 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621950	HG02129	Homo sapiens
0	Assembly of HG01074 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01074 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758782	HG01074	Homo sapiens
0	Assembly of HG03041 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03041 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758790	HG03041	Homo sapiens
0	Assembly of HG00639 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00639 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758781	HG00639	Homo sapiens
0	Assembly of HG01081 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01081 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758783	HG01081	Homo sapiens
0	Assembly of HG03239 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03239 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758794	HG03239	Homo sapiens
0	Assembly of HG03017 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03017 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758789	HG03017	Homo sapiens
0	Assembly of HG01960 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01960 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797102	HG01960	Homo sapiens
0	Assembly of HG02841 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02841 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797106	HG02841	Homo sapiens
0	Assembly of HG02984 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02984 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797107	HG02984	Homo sapiens
0	Assembly of HG03050 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03050 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797108	HG03050	Homo sapiens
0	Assembly of HG01940 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01940 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797101	HG01940	Homo sapiens
0	Assembly of HG02514 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02514 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797105	HG02514	Homo sapiens
0	Assembly of HG00658 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00658 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797096	HG00658	Homo sapiens
0	Assembly of HG01150 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01150 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797097	HG01150	Homo sapiens
0	Assembly of HG01969 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01969 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797103	HG01969	Homo sapiens
0	Assembly of HG01252 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01252 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797098	HG01252	Homo sapiens
0	Assembly of HG00558 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00558 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758780	HG00558	Homo sapiens
0	Assembly of HG02273 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02273 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621953	HG02273	Homo sapiens
0	Assembly of HG03225 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03225 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621957	HG03225	Homo sapiens
0	Assembly of HG02965 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02965 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621954	HG02965	Homo sapiens
0	Assembly of HG02976 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02976 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621955	HG02976	Homo sapiens
0	Assembly of HG03195 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03195 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621956	HG03195	Homo sapiens
0	Assembly of HG03139 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03139 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758792	HG03139	Homo sapiens
0	Assembly of HG03130 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03130 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758791	HG03130	Homo sapiens
0	Assembly of HG03209 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03209 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758793	HG03209	Homo sapiens
0	Assembly of HG03470 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03470 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797110	HG03470	Homo sapiens
0	Assembly of HG03458 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03458 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797109	HG03458	Homo sapiens
0	Assembly of HG02155 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02155 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621951	HG02155	Homo sapiens
0	Assembly of HG00140 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00140 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621941	HG00140	Homo sapiens
0	Assembly of HG00323 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00323 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33621942	HG00323	Homo sapiens
0	Assembly of HG02922 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02922 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758788	HG02922	Homo sapiens
0	Assembly of HG02165 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02165 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758785	HG02165	Homo sapiens
0	Assembly of HG02040 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02040 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758784	HG02040	Homo sapiens
0	Assembly of HG02391 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02391 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797104	HG02391	Homo sapiens
0	Assembly of HG03792 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03792 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797112	HG03792	Homo sapiens
0	Assembly of HG00099 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00099 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758778	HG00099	Homo sapiens
0	Assembly of HG00280 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00280 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN33758779	HG00280	Homo sapiens
0	Assembly of HG01530 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01530 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797099	HG01530	Homo sapiens
0	Assembly of HG01784 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01784 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797100	HG01784	Homo sapiens
0	Assembly of HG03742 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03742 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN37797111	HG03742	Homo sapiens
0	Assembly of HG02392 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02392 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021615	HG02392	Homo sapiens
0	Assembly of HG00867 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00867 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021616	HG00867	Homo sapiens
0	Assembly of HG02178 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02178 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021617	HG02178	Homo sapiens
0	Assembly of HG03874 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03874 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021625	HG03874	Homo sapiens
0	Assembly of HG03611 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03611 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021628	HG03611	Homo sapiens
0	Assembly of HG03270 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03270 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021631	HG03270	Homo sapiens
0	Assembly of HG00320 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00320 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021632	HG00320	Homo sapiens
0	Assembly of HG01786 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01786 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021633	HG01786	Homo sapiens
0	Assembly of HG00146 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00146 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021634	HG00146	Homo sapiens
0	Assembly of HG00232 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00232 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021635	HG00232	Homo sapiens
0	Assembly of HG00321 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00321 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021636	HG00321	Homo sapiens
0	Assembly of HG00126 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00126 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021637	HG00126	Homo sapiens
0	Assembly of HG00133 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00133 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021638	HG00133	Homo sapiens
0	Assembly of HG00290 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00290 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021639	HG00290	Homo sapiens
0	Assembly of HG00128 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00128 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021641	HG00128	Homo sapiens
0	Assembly of HG00243 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00243 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021644	HG00243	Homo sapiens
0	Assembly of HG03583 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03583 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021645	HG03583	Homo sapiens
0	Assembly of HG00329 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00329 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021646	HG00329	Homo sapiens
0	Assembly of HG03784 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03784 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021647	HG03784	Homo sapiens
0	Assembly of HG03521 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03521 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021651	HG03521	Homo sapiens
0	Assembly of HG00344 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00344 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021653	HG00344	Homo sapiens
0	Assembly of HG00350 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00350 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021654	HG00350	Homo sapiens
0	Assembly of HG03572 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03572 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021656	HG03572	Homo sapiens
0	Assembly of HG02583 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02583 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021657	HG02583	Homo sapiens
0	Assembly of HG00272 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00272 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021659	HG00272	Homo sapiens
